ukwac-tk/D-199601	52233
ukwac-tk/D-199602	72293
ukwac-tk/D-199603	48907
ukwac-tk/D-199604	253825
ukwac-tk/D-199605	12681706
ukwac-tk/D-199606	138047
ukwac-tk/D-199607	399181
ukwac-tk/D-199608	299348
ukwac-tk/D-199609	301540
ukwac-tk/D-199610	80737651
ukwac-tk/D-199611	168060860
ukwac-tk/D-199612	190713308
ukwac-tk/D-199701	912155014
ukwac-tk/D-199702	1059245369
ukwac-tk/D-199703	1663835221
ukwac-tk/D-199704	386069280
ukwac-tk/D-199705	502934807
ukwac-tk/D-199706	629012371
ukwac-tk/D-199707	1087430622
ukwac-tk/D-199708	459980582
ukwac-tk/D-199710	410072585
ukwac-tk/D-199711	198903705
ukwac-tk/D-199712	29076502
ukwac-tk/D-199801	645023843
ukwac-tk/D-199802	818252737
ukwac-tk/D-199804	284914176
ukwac-tk/D-199805	659664844
ukwac-tk/D-199806	364420044
ukwac-tk/D-199807	349864154
ukwac-tk/D-199808	12785
ukwac-tk/D-199809	19333
ukwac-tk/D-199811	1822720
ukwac-tk/D-199812	745477732
ukwac-tk/D-199901	366826379
ukwac-tk/D-199902	1340563054
ukwac-tk/D-199903	60549676
ukwac-tk/D-199904	1038779086
ukwac-tk/D-199905	764577206
ukwac-tk/D-199906	8106
ukwac-tk/D-199907	9088
ukwac-tk/D-199908	684516797
ukwac-tk/D-199909	548918695
ukwac-tk/D-199910	2446646482
ukwac-tk/D-199911	2987858979
ukwac-tk/D-199912	538641387
ukwac-tk/D-200001	1547957178
ukwac-tk/D-200002	808002818
ukwac-tk/D-200003	2686865951
ukwac-tk/D-200004	1781389629
ukwac-tk/D-200005	2542496912
ukwac-tk/D-200006	4400654356
ukwac-tk/D-200007	527283445
ukwac-tk/D-200008	1602924186
ukwac-tk/D-200009	1592014638
ukwac-tk/D-200010	6053366610
ukwac-tk/D-200011	1966714710
ukwac-tk/D-200012	5679385178
ukwac-tk/D-200101	4567622064
ukwac-tk/D-200102	6017906654
ukwac-tk/D-200103	4580489284
ukwac-tk/D-200104	7230195677
ukwac-tk/D-200105	5253853195
ukwac-tk/D-200106	4444780995
ukwac-tk/D-200107	7228288735
ukwac-tk/D-200108	4613248005
ukwac-tk/D-200109	3037954417
ukwac-tk/D-200110	3172173436
ukwac-tk/D-200111	7174764577
ukwac-tk/D-200112	5986216963
ukwac-tk/D-200201	5594807929
ukwac-tk/D-200202	8048560649
ukwac-tk/D-200203	6073605158
ukwac-tk/D-200204	5034403729
ukwac-tk/D-200205	4040195303
ukwac-tk/D-200206	11026323812
ukwac-tk/D-200207	7743418755
ukwac-tk/D-200208	10111465613
ukwac-tk/D-200209	7510395354
ukwac-tk/D-200210	9528518199
ukwac-tk/D-200211	9166829931
ukwac-tk/D-200212	10780361547
ukwac-tk/D-200301	9182569230
ukwac-tk/D-200302	10687934813
ukwac-tk/D-200303	9216475530
ukwac-tk/D-200304	17595126120
ukwac-tk/D-200305	17983764322
ukwac-tk/D-200306	15037150335
ukwac-tk/D-200307	17101016354
ukwac-tk/D-200308	21597077671
ukwac-tk/D-200309	18165302733
ukwac-tk/D-200310	20949162462
ukwac-tk/D-200311	17306033499
ukwac-tk/D-200312	22574495084
ukwac-tk/D-200401	21808312180
ukwac-tk/D-200402	20836161289
ukwac-tk/D-200403	20419865096
ukwac-tk/D-200404	25646867222
ukwac-tk/D-200405	23023044764
ukwac-tk/D-200406	44639647899
ukwac-tk/D-200407	33026263115
ukwac-tk/D-200408	40629848623
ukwac-tk/D-200409	28352815148
ukwac-tk/D-200410	25215336746
ukwac-tk/D-200411	26971071990
ukwac-tk/D-200412	30599271844
ukwac-tk/D-200501	22625578667
ukwac-tk/D-200502	24901450483
ukwac-tk/D-200503	30597777611
ukwac-tk/D-200504	27987618667
ukwac-tk/D-200505	28402505029
ukwac-tk/D-200506	4705754430
ukwac-tk/D-200507	5461478603
ukwac-tk/D-200508	17691570329
ukwac-tk/D-200509	18301173439
ukwac-tk/D-200510	12408846126
ukwac-tk/D-200511	23790103744
ukwac-tk/D-200512	26598399620
ukwac-tk/D-200601	22043952865
ukwac-tk/D-200602	25006251956
ukwac-tk/D-200603	15323996871
ukwac-tk/D-200604	11168430283
ukwac-tk/D-200605	26955891337
ukwac-tk/D-200606	14534046023
ukwac-tk/D-200607	14236883125
ukwac-tk/D-200608	17748027965
ukwac-tk/D-200609	28078751073
ukwac-tk/D-200610	30194244551
ukwac-tk/D-200611	8310534110
ukwac-tk/D-200612	13200545581
ukwac-tk/D-200701	20118121049
ukwac-tk/D-200702	18091526071
ukwac-tk/D-200703	15568905972
ukwac-tk/D-200704	10799678164
